Quercus,4-1KaBP,0.1,0.05,0.15,N.S.,0.11,0.04,0.18,N.S.,No Movement,0.1,0.05,0.15,N.S.,0.11,0.04,0.18,N.S.,No Movement,0.06,0.02,0.1,0.05,0.03,0.07,0.06,0.02,0.1,0.05,0.03,0.07,
Quercus,7-4KaBP,0,-0.06,0.06,N.S.,-0.43,-0.54,-0.31,*,South-Contraction,0,-0.06,0.06,N.S.,-0.43,-0.54,-0.31,*,South-Contraction,0.16,0.1,0.22,0.17,0.12,0.22,0.16,0.1,0.22,0.17,0.12,0.22,
Quercus,10-7KaBP,0.11,0.05,0.18,***,0.27,0.15,0.39,N.S.,North-Contraction,0.11,0.05,0.18,***,0.27,0.15,0.39,N.S.,North-Contraction,0.15,0.09,0.21,0.31,0.22,0.4,0.15,0.09,0.21,0.31,0.22,0.4,
Quercus,12-10KaBP,-0.2,-0.4,0.01,N.S.,1.13,0.95,1.31,***,North-Expansion,-0.2,-0.4,0.01,N.S.,1.13,0.95,1.31,***,North-Expansion,0.41,0.24,0.58,1.11,0.91,1.31,0.41,0.24,0.58,1.11,0.91,1.31,
Quercus,14-12KaBP,-0.11,-0.24,0.03,N.S.,0.08,-0.13,0.3,***,North-Expansion,-0.11,-0.24,0.03,N.S.,0.08,-0.13,0.3,***,North-Expansion,0.23,-0.03,0.48,0.66,0.53,0.78,0.23,-0.03,0.48,0.66,0.53,0.78,
Quercus,16-14KaBP,-0.03,-0.22,0.16,N.S.,0.44,0.3,0.58,N.S.,No Movement,-0.03,-0.22,0.16,N.S.,0.44,0.3,0.58,N.S.,No Movement,0.11,0.03,0.18,0.4,0.29,0.5,0.11,0.03,0.18,0.4,0.29,0.5,
Salix,4-1KaBP,-0.25,-0.46,-0.04,*,-1.69,-1.94,-1.44,***,South-Expansion,-0.25,-0.46,-0.04,*,-1.69,-1.94,-1.44,***,South-Expansion,0.05,0.03,0.07,0.05,0.03,0.07,0.05,0.03,0.07,0.05,0.03,0.07,
Salix,7-4KaBP,-0.12,-0.3,0.06,N.S.,0.29,-0.11,0.69,*,North-Expansion,-0.12,-0.3,0.06,N.S.,0.29,-0.11,0.69,*,North-Expansion,0.02,0,0.04,0.08,0.06,0.11,0.02,0,0.04,0.08,0.06,0.11,
Salix,10-7KaBP,0.32,0.04,0.59,***,0.3,-0.1,0.7,N.S.,North-Contraction,0.32,0.04,0.59,***,0.3,-0.1,0.7,N.S.,North-Contraction,0.12,0.07,0.17,0.12,0.09,0.16,0.12,0.07,0.17,0.12,0.09,0.16,
Salix,12-10KaBP,-0.67,-0.98,-0.37,***,-0.19,-0.63,0.25,N.S.,South-Expansion,-0.67,-0.98,-0.37,***,-0.19,-0.63,0.25,N.S.,South-Expansion,0.27,0.19,0.35,0.4,0.3,0.49,0.27,0.19,0.35,0.4,0.3,0.49,
Salix,14-12KaBP,0.06,-0.26,0.39,***,-0.08,-0.46,0.31,N.S.,North-Contraction,0.06,-0.26,0.39,***,-0.08,-0.46,0.31,N.S.,North-Contraction,0.03,-0.04,0.1,0.46,0.37,0.55,0.03,-0.04,0.1,0.46,0.37,0.55,
Salix,16-14KaBP,-0.94,-1.26,-0.62,N.S.,-0.09,-0.45,0.27,***,South-Contraction,-0.94,-1.26,-0.62,N.S.,-0.09,-0.45,0.27,***,South-Contraction,0.26,0.17,0.34,0.37,0.29,0.45,0.26,0.17,0.34,0.37,0.29,0.45,
Sarcobatus,4-1KaBP,0.03,-0.07,0.14,N.S.,0.04,-0.03,0.1,N.S.,No Movement,0.03,-0.07,0.14,N.S.,0.04,-0.03,0.1,N.S.,No Movement,0.03,0.01,0.05,0.06,0.03,0.09,0.03,0.01,0.05,0.06,0.03,0.09,
Sarcobatus,7-4KaBP,-0.03,-0.16,0.1,*,0.06,-0.07,0.18,N.S.,South-Expansion,-0.03,-0.16,0.1,*,0.06,-0.07,0.18,N.S.,South-Expansion,0,-0.07,0.06,0.31,0.21,0.4,0,-0.07,0.06,0.31,0.21,0.4,
Sarcobatus,10-7KaBP,0.09,-0.03,0.2,N.S.,0.13,0.04,0.23,N.S.,No Movement,0.09,-0.03,0.2,N.S.,0.13,0.04,0.23,N.S.,No Movement,0.12,0.05,0.19,0.15,0.05,0.24,0.12,0.05,0.19,0.15,0.05,0.24,
Sarcobatus,12-10KaBP,0.21,-0.09,0.51,N.S.,-0.31,-0.56,-0.06,**,South-Contraction,0.21,-0.09,0.51,N.S.,-0.31,-0.56,-0.06,**,South-Contraction,0.51,0.27,0.74,0.78,0.54,1.02,0.51,0.27,0.74,0.78,0.54,1.02,
Sarcobatus,14-12KaBP,2.74,2.2,3.28,***,-0.69,-1.35,-0.02,***,Overall-Contraction,2.74,2.2,3.28,***,-0.69,-1.35,-0.02,***,Overall-Contraction,0.21,0.08,0.34,0.49,0.33,0.65,0.21,0.08,0.34,0.49,0.33,0.65,
Shepherdia,12-10KaBP,1.27,0.96,1.58,**,0.81,0.59,1.02,*,North-Contraction,1.27,0.96,1.58,**,0.81,0.59,1.02,*,North-Contraction,0.49,0.19,0.78,0.33,0.1,0.56,0.49,0.19,0.78,0.33,0.1,0.56,
Tilia,4-1KaBP,0.02,-0.03,0.08,N.S.,-0.01,-0.08,0.06,N.S.,No Movement,0.02,-0.03,0.08,N.S.,-0.01,-0.08,0.06,N.S.,No Movement,-0.03,-0.06,0,0.04,0.01,0.07,-0.03,-0.06,0,0.04,0.01,0.07,
Tilia,7-4KaBP,-0.01,-0.09,0.07,N.S.,0.04,-0.05,0.13,N.S.,No Movement,-0.01,-0.09,0.07,N.S.,0.04,-0.05,0.13,N.S.,No Movement,-0.11,-0.17,-0.04,0.09,-0.01,0.19,-0.11,-0.17,-0.04,0.09,-0.01,0.19,
Tilia,10-7KaBP,0.5,0.41,0.59,***,0.52,0.42,0.62,***,North-Expansion,0.5,0.41,0.59,***,0.52,0.42,0.62,***,North-Expansion,0.38,0.25,0.51,0.63,0.5,0.77,0.38,0.25,0.51,0.63,0.5,0.77,
Tsuga,4-1KaBP,-0.07,-0.24,0.09,N.S.,0.02,-0.06,0.09,N.S.,No Movement,-0.07,-0.24,0.09,N.S.,0.02,-0.06,0.09,N.S.,No Movement,0.03,0,0.06,0.03,-0.01,0.06,0.03,0,0.06,0.03,-0.01,0.06,
Tsuga,7-4KaBP,0.11,-0.04,0.26,N.S.,0.05,-0.09,0.19,N.S.,No Movement,0.11,-0.04,0.26,N.S.,0.05,-0.09,0.19,N.S.,No Movement,0.05,0,0.09,0.16,0.09,0.24,0.05,0,0.09,0.16,0.09,0.24,
Tsuga,10-7KaBP,0.21,0.04,0.37,N.S.,0.78,0.58,0.99,N.S.,No Movement,0.21,0.04,0.37,N.S.,0.78,0.58,0.99,N.S.,No Movement,0.16,0.09,0.24,0.38,0.25,0.51,0.16,0.09,0.24,0.38,0.25,0.51,
Tsuga,12-10KaBP,0.62,0.33,0.91,N.S.,1.24,0.89,1.59,***,North-Expansion,0.62,0.33,0.91,N.S.,1.24,0.89,1.59,***,North-Expansion,0.59,0.38,0.79,0.53,0.4,0.66,0.59,0.38,0.79,0.53,0.4,0.66,
Ulmus,4-1KaBP,0.11,-0.09,0.3,N.S.,-0.17,-0.27,-0.07,N.S.,No Movement,0.11,-0.09,0.3,N.S.,-0.17,-0.27,-0.07,N.S.,No Movement,0.05,0.02,0.08,0.07,0.04,0.1,0.05,0.02,0.08,0.07,0.04,0.1,
Ulmus,7-4KaBP,-0.5,-0.8,-0.21,N.S.,-0.17,-0.27,-0.08,N.S.,No Movement,-0.5,-0.8,-0.21,N.S.,-0.17,-0.27,-0.08,N.S.,No Movement,0.03,-0.01,0.08,0.16,0.09,0.22,0.03,-0.01,0.08,0.16,0.09,0.22,
Ulmus,10-7KaBP,0.42,0.24,0.6,N.S.,0.25,0.12,0.38,**,North-Expansion,0.42,0.24,0.6,N.S.,0.25,0.12,0.38,**,North-Expansion,-0.02,-0.11,0.07,0.36,0.26,0.46,-0.02,-0.11,0.07,0.36,0.26,0.46,
Ulmus,12-10KaBP,0.89,0.6,1.18,N.S.,1.89,1.64,2.14,***,North-Expansion,0.89,0.6,1.18,N.S.,1.89,1.64,2.14,***,North-Expansion,0.37,0.2,0.54,1.67,1.43,1.91,0.37,0.2,0.54,1.67,1.43,1.91,
Ulmus,14-12KaBP,1.25,0.88,1.62,***,0.82,0.48,1.17,N.S.,North-Contraction,1.25,0.88,1.62,***,0.82,0.48,1.17,N.S.,North-Contraction,0.23,0.07,0.4,0.55,0.43,0.67,0.23,0.07,0.4,0.55,0.43,0.67,
Ulmus,16-14KaBP,0.76,0.42,1.1,N.S.,1.47,1.08,1.87,*,North-Expansion,0.76,0.42,1.1,N.S.,1.47,1.08,1.87,*,North-Expansion,0.07,-0.01,0.16,0.44,0.35,0.53,0.07,-0.01,0.16,0.44,0.35,0.53,
